time,angular_x,angular_y,angular_z,linear_x,linear_y,linear_z
50.379,0.0,0.0,0.25,0.25,0.0,0.0
50.478,0.0,0.0,0.25,0.25,0.0,0.0
50.579,0.0,0.0,0.25,0.25,0.0,0.0
50.679,0.0,0.0,0.25,0.25,0.0,0.0
50.778,0.0,0.0,0.25,0.25,0.0,0.0
50.878,0.0,0.0,0.25,0.25,0.0,0.0
50.979,0.0,0.0,0.25,0.25,0.0,0.0
51.08,0.0,0.0,0.25,0.25,0.0,0.0
51.179,0.0,0.0,0.25,0.25,0.0,0.0
51.28,0.0,0.0,0.25,0.25,0.0,0.0
51.382,0.0,0.0,0.25,0.25,0.0,0.0
51.48,0.0,0.0,0.25,0.25,0.0,0.0
51.579,0.0,0.0,0.25,0.25,0.0,0.0
51.678,0.0,0.0,0.25,0.25,0.0,0.0
51.778,0.0,0.0,0.25,0.25,0.0,0.0
51.878,0.0,0.0,0.25,0.25,0.0,0.0
51.978,0.0,0.0,0.25,0.25,0.0,0.0
52.08,0.0,0.0,0.25,0.25,0.0,0.0
52.176,0.0,0.0,0.25,0.25,0.0,0.0
52.278,0.0,0.0,0.25,0.25,0.0,0.0
52.381,0.0,0.0,0.25,0.25,0.0,0.0
52.478,0.0,0.0,0.25,0.25,0.0,0.0
52.578,0.0,0.0,0.25,0.25,0.0,0.0
52.678,0.0,0.0,0.25,0.25,0.0,0.0
52.778,0.0,0.0,0.25,0.25,0.0,0.0
52.885,0.0,0.0,0.25,0.25,0.0,0.0
52.978,0.0,0.0,0.25,0.25,0.0,0.0
53.078,0.0,0.0,0.25,0.25,0.0,0.0
53.178,0.0,0.0,0.25,0.25,0.0,0.0
53.278,0.0,0.0,0.25,0.25,0.0,0.0
53.378,0.0,0.0,0.25,0.25,0.0,0.0
53.478,0.0,0.0,0.25,0.25,0.0,0.0
53.58,0.0,0.0,0.25,0.25,0.0,0.0
53.678,0.0,0.0,0.25,0.25,0.0,0.0
53.779,0.0,0.0,0.25,0.25,0.0,0.0
53.878,0.0,0.0,0.25,0.25,0.0,0.0
53.978,0.0,0.0,0.25,0.25,0.0,0.0
54.078,0.0,0.0,0.25,0.25,0.0,0.0
54.178,0.0,0.0,0.25,0.25,0.0,0.0
54.279,0.0,0.0,0.25,0.25,0.0,0.0
54.378,0.0,0.0,0.25,0.25,0.0,0.0
54.478,0.0,0.0,0.25,0.25,0.0,0.0
54.578,0.0,0.0,0.25,0.25,0.0,0.0
54.678,0.0,0.0,0.25,0.25,0.0,0.0
54.778,0.0,0.0,0.25,0.25,0.0,0.0
54.879,0.0,0.0,0.25,0.25,0.0,0.0
54.978,0.0,0.0,0.25,0.25,0.0,0.0
55.079,0.0,0.0,0.25,0.25,0.0,0.0
55.182,0.0,0.0,0.25,0.25,0.0,0.0
55.278,0.0,0.0,0.25,0.25,0.0,0.0
55.379,0.0,0.0,0.25,0.25,0.0,0.0
55.478,0.0,0.0,0.25,0.25,0.0,0.0
55.583,0.0,0.0,0.25,0.25,0.0,0.0
55.681,0.0,0.0,0.25,0.25,0.0,0.0
55.778,0.0,0.0,0.25,0.25,0.0,0.0
55.878,0.0,0.0,0.25,0.25,0.0,0.0
55.98,0.0,0.0,0.25,0.25,0.0,0.0
56.078,0.0,0.0,0.25,0.25,0.0,0.0
56.178,0.0,0.0,0.25,0.25,0.0,0.0
56.279,0.0,0.0,0.25,0.25,0.0,0.0
56.379,0.0,0.0,0.25,0.25,0.0,0.0
56.478,0.0,0.0,0.25,0.25,0.0,0.0
56.583,0.0,0.0,0.25,0.25,0.0,0.0
56.678,0.0,0.0,0.25,0.25,0.0,0.0
56.779,0.0,0.0,0.25,0.25,0.0,0.0
56.878,0.0,0.0,0.25,0.25,0.0,0.0
56.979,0.0,0.0,0.25,0.25,0.0,0.0
57.079,0.0,0.0,0.25,0.25,0.0,0.0
57.178,0.0,0.0,0.25,0.25,0.0,0.0
57.278,0.0,0.0,0.25,0.25,0.0,0.0
57.38,0.0,0.0,0.25,0.25,0.0,0.0
57.478,0.0,0.0,0.25,0.25,0.0,0.0
57.579,0.0,0.0,0.25,0.25,0.0,0.0
57.679,0.0,0.0,0.25,0.25,0.0,0.0
57.78,0.0,0.0,0.25,0.25,0.0,0.0
57.879,0.0,0.0,0.25,0.25,0.0,0.0
57.978,0.0,0.0,0.25,0.25,0.0,0.0
58.078,0.0,0.0,0.25,0.25,0.0,0.0
58.187,0.0,0.0,0.25,0.25,0.0,0.0
58.278,0.0,0.0,0.25,0.25,0.0,0.0
58.382,0.0,0.0,0.25,0.25,0.0,0.0
58.48,0.0,0.0,0.25,0.25,0.0,0.0
58.582,0.0,0.0,0.25,0.25,0.0,0.0
58.678,0.0,0.0,0.25,0.25,0.0,0.0
58.778,0.0,0.0,0.25,0.25,0.0,0.0
58.878,0.0,0.0,0.25,0.25,0.0,0.0
58.982,0.0,0.0,0.25,0.25,0.0,0.0
59.078,0.0,0.0,0.25,0.25,0.0,0.0
59.178,0.0,0.0,0.25,0.25,0.0,0.0
59.278,0.0,0.0,0.25,0.25,0.0,0.0
59.377,0.0,0.0,0.25,0.25,0.0,0.0
59.478,0.0,0.0,0.25,0.25,0.0,0.0
59.578,0.0,0.0,0.25,0.25,0.0,0.0
59.679,0.0,0.0,0.25,0.25,0.0,0.0
59.784,0.0,0.0,0.25,0.25,0.0,0.0
59.878,0.0,0.0,0.25,0.25,0.0,0.0
59.978,0.0,0.0,0.25,0.25,0.0,0.0
60.08,0.0,0.0,0.25,0.25,0.0,0.0
60.178,0.0,0.0,0.25,0.25,0.0,0.0
60.278,0.0,0.0,0.25,0.25,0.0,0.0
60.378,0.0,0.0,0.25,0.25,0.0,0.0
60.484,0.0,0.0,0.25,0.25,0.0,0.0
60.578,0.0,0.0,0.25,0.25,0.0,0.0
60.68,0.0,0.0,0.25,0.25,0.0,0.0
60.778,0.0,0.0,0.25,0.25,0.0,0.0
60.878,0.0,0.0,0.25,0.25,0.0,0.0
60.977,0.0,0.0,0.25,0.25,0.0,0.0
61.077,0.0,0.0,0.25,0.25,0.0,0.0
61.179,0.0,0.0,0.25,0.25,0.0,0.0
61.278,0.0,0.0,0.25,0.25,0.0,0.0
61.378,0.0,0.0,0.25,0.25,0.0,0.0
61.478,0.0,0.0,0.25,0.25,0.0,0.0
61.578,0.0,0.0,0.25,0.25,0.0,0.0
61.679,0.0,0.0,0.25,0.25,0.0,0.0
61.778,0.0,0.0,0.25,0.25,0.0,0.0
61.879,0.0,0.0,0.25,0.25,0.0,0.0
61.977,0.0,0.0,0.25,0.25,0.0,0.0
62.078,0.0,0.0,0.25,0.25,0.0,0.0
62.181,0.0,0.0,0.25,0.25,0.0,0.0
62.279,0.0,0.0,0.25,0.25,0.0,0.0
62.378,0.0,0.0,0.25,0.25,0.0,0.0
62.478,0.0,0.0,0.25,0.25,0.0,0.0
62.579,0.0,0.0,0.25,0.25,0.0,0.0
62.681,0.0,0.0,0.25,0.25,0.0,0.0
62.778,0.0,0.0,0.25,0.25,0.0,0.0
62.878,0.0,0.0,0.25,0.25,0.0,0.0
62.978,0.0,0.0,0.25,0.25,0.0,0.0
63.078,0.0,0.0,0.25,0.25,0.0,0.0
63.178,0.0,0.0,0.25,0.25,0.0,0.0
63.278,0.0,0.0,0.25,0.25,0.0,0.0
63.38,0.0,0.0,0.25,0.25,0.0,0.0
63.478,0.0,0.0,0.25,0.25,0.0,0.0
63.578,0.0,0.0,0.25,0.25,0.0,0.0
63.679,0.0,0.0,0.25,0.25,0.0,0.0
63.78,0.0,0.0,0.25,0.25,0.0,0.0
63.878,0.0,0.0,0.25,0.25,0.0,0.0
63.978,0.0,0.0,0.25,0.25,0.0,0.0
64.078,0.0,0.0,0.25,0.25,0.0,0.0
64.178,0.0,0.0,0.25,0.25,0.0,0.0
64.279,0.0,0.0,0.25,0.25,0.0,0.0
64.378,0.0,0.0,0.25,0.25,0.0,0.0
64.478,0.0,0.0,0.25,0.25,0.0,0.0
64.578,0.0,0.0,0.25,0.25,0.0,0.0
64.679,0.0,0.0,0.25,0.25,0.0,0.0
64.778,0.0,0.0,0.25,0.25,0.0,0.0
64.88,0.0,0.0,0.25,0.25,0.0,0.0
64.978,0.0,0.0,0.25,0.25,0.0,0.0
65.078,0.0,0.0,0.25,0.25,0.0,0.0
65.178,0.0,0.0,0.25,0.25,0.0,0.0
65.278,0.0,0.0,0.25,0.25,0.0,0.0
65.378,0.0,0.0,0.25,0.25,0.0,0.0
65.478,0.0,0.0,0.25,0.25,0.0,0.0
65.579,0.0,0.0,0.25,0.25,0.0,0.0
65.68,0.0,0.0,0.25,0.25,0.0,0.0
65.778,0.0,0.0,0.25,0.25,0.0,0.0
65.878,0.0,0.0,0.25,0.25,0.0,0.0
65.978,0.0,0.0,0.25,0.25,0.0,0.0
66.078,0.0,0.0,0.25,0.25,0.0,0.0
66.178,0.0,0.0,0.25,0.25,0.0,0.0
66.278,0.0,0.0,0.25,0.25,0.0,0.0
66.378,0.0,0.0,0.25,0.25,0.0,0.0
66.479,0.0,0.0,0.25,0.25,0.0,0.0
66.578,0.0,0.0,0.25,0.25,0.0,0.0
66.678,0.0,0.0,0.25,0.25,0.0,0.0
66.782,0.0,0.0,0.25,0.25,0.0,0.0
66.878,0.0,0.0,0.25,0.25,0.0,0.0
66.985,0.0,0.0,0.25,0.25,0.0,0.0
67.076,0.0,0.0,0.25,0.25,0.0,0.0
67.178,0.0,0.0,0.25,0.25,0.0,0.0
67.278,0.0,0.0,0.25,0.25,0.0,0.0
67.378,0.0,0.0,0.25,0.25,0.0,0.0
67.478,0.0,0.0,0.25,0.25,0.0,0.0
67.578,0.0,0.0,0.25,0.25,0.0,0.0
67.678,0.0,0.0,0.25,0.25,0.0,0.0
67.779,0.0,0.0,0.25,0.25,0.0,0.0
67.881,0.0,0.0,0.25,0.25,0.0,0.0
67.978,0.0,0.0,0.25,0.25,0.0,0.0
68.08,0.0,0.0,0.25,0.25,0.0,0.0
68.178,0.0,0.0,0.25,0.25,0.0,0.0
68.278,0.0,0.0,0.25,0.25,0.0,0.0
68.38,0.0,0.0,0.25,0.25,0.0,0.0
68.48,0.0,0.0,0.25,0.25,0.0,0.0
68.578,0.0,0.0,0.25,0.25,0.0,0.0
68.681,0.0,0.0,0.25,0.25,0.0,0.0
68.778,0.0,0.0,0.25,0.25,0.0,0.0
68.878,0.0,0.0,0.25,0.25,0.0,0.0
68.978,0.0,0.0,0.25,0.25,0.0,0.0
69.078,0.0,0.0,0.25,0.25,0.0,0.0
69.182,0.0,0.0,0.25,0.25,0.0,0.0
69.278,0.0,0.0,0.25,0.25,0.0,0.0
69.379,0.0,0.0,0.25,0.25,0.0,0.0
69.479,0.0,0.0,0.25,0.25,0.0,0.0
69.58,0.0,0.0,0.25,0.25,0.0,0.0
69.678,0.0,0.0,0.25,0.25,0.0,0.0
69.779,0.0,0.0,0.25,0.25,0.0,0.0
69.88,0.0,0.0,0.25,0.25,0.0,0.0
69.978,0.0,0.0,0.25,0.25,0.0,0.0
70.078,0.0,0.0,0.25,0.25,0.0,0.0
70.179,0.0,0.0,0.25,0.25,0.0,0.0
70.278,0.0,0.0,0.25,0.25,0.0,0.0
70.38,0.0,0.0,0.25,0.25,0.0,0.0
70.478,0.0,0.0,0.25,0.25,0.0,0.0
70.579,0.0,0.0,0.25,0.25,0.0,0.0
70.677,0.0,0.0,0.25,0.25,0.0,0.0
70.778,0.0,0.0,0.25,0.25,0.0,0.0
70.878,0.0,0.0,0.25,0.25,0.0,0.0
70.978,0.0,0.0,0.25,0.25,0.0,0.0
71.079,0.0,0.0,-0.25,0.25,0.0,0.0
71.178,0.0,0.0,-0.25,0.25,0.0,0.0
71.279,0.0,0.0,-0.25,0.25,0.0,0.0
71.378,0.0,0.0,-0.25,0.25,0.0,0.0
71.478,0.0,0.0,-0.25,0.25,0.0,0.0
71.58,0.0,0.0,-0.25,0.25,0.0,0.0
71.678,0.0,0.0,-0.25,0.25,0.0,0.0
71.779,0.0,0.0,-0.25,0.25,0.0,0.0
71.878,0.0,0.0,-0.25,0.25,0.0,0.0
71.979,0.0,0.0,-0.25,0.25,0.0,0.0
72.078,0.0,0.0,-0.25,0.25,0.0,0.0
72.178,0.0,0.0,-0.25,0.25,0.0,0.0
72.278,0.0,0.0,-0.25,0.25,0.0,0.0
72.379,0.0,0.0,-0.25,0.25,0.0,0.0
72.478,0.0,0.0,-0.25,0.25,0.0,0.0
72.578,0.0,0.0,-0.25,0.25,0.0,0.0
72.678,0.0,0.0,-0.25,0.25,0.0,0.0
72.778,0.0,0.0,-0.25,0.25,0.0,0.0
72.878,0.0,0.0,-0.25,0.25,0.0,0.0
72.978,0.0,0.0,-0.25,0.25,0.0,0.0
73.078,0.0,0.0,-0.25,0.25,0.0,0.0
73.179,0.0,0.0,-0.25,0.25,0.0,0.0
73.278,0.0,0.0,-0.25,0.25,0.0,0.0
73.379,0.0,0.0,-0.25,0.25,0.0,0.0
73.48,0.0,0.0,-0.25,0.25,0.0,0.0
73.578,0.0,0.0,-0.25,0.25,0.0,0.0
73.679,0.0,0.0,-0.25,0.25,0.0,0.0
73.778,0.0,0.0,-0.25,0.25,0.0,0.0
73.88,0.0,0.0,-0.25,0.25,0.0,0.0
73.979,0.0,0.0,-0.25,0.25,0.0,0.0
74.079,0.0,0.0,-0.25,0.25,0.0,0.0
74.178,0.0,0.0,-0.25,0.25,0.0,0.0
74.278,0.0,0.0,-0.25,0.25,0.0,0.0
74.378,0.0,0.0,-0.25,0.25,0.0,0.0
74.478,0.0,0.0,-0.25,0.25,0.0,0.0
74.579,0.0,0.0,-0.25,0.25,0.0,0.0
74.68,0.0,0.0,-0.25,0.25,0.0,0.0
74.778,0.0,0.0,-0.25,0.25,0.0,0.0
74.878,0.0,0.0,-0.25,0.25,0.0,0.0
74.979,0.0,0.0,-0.25,0.25,0.0,0.0
75.079,0.0,0.0,-0.25,0.25,0.0,0.0
75.178,0.0,0.0,-0.25,0.25,0.0,0.0
75.278,0.0,0.0,-0.25,0.25,0.0,0.0
75.379,0.0,0.0,-0.25,0.25,0.0,0.0
75.478,0.0,0.0,-0.25,0.25,0.0,0.0
75.578,0.0,0.0,-0.25,0.25,0.0,0.0
75.678,0.0,0.0,-0.25,0.25,0.0,0.0
75.779,0.0,0.0,-0.25,0.25,0.0,0.0
75.879,0.0,0.0,-0.25,0.25,0.0,0.0
75.978,0.0,0.0,-0.25,0.25,0.0,0.0
76.078,0.0,0.0,-0.25,0.25,0.0,0.0
76.179,0.0,0.0,-0.25,0.25,0.0,0.0
76.278,0.0,0.0,-0.25,0.25,0.0,0.0
76.379,0.0,0.0,-0.25,0.25,0.0,0.0
76.479,0.0,0.0,-0.25,0.25,0.0,0.0
76.578,0.0,0.0,-0.25,0.25,0.0,0.0
76.678,0.0,0.0,-0.25,0.25,0.0,0.0
76.778,0.0,0.0,-0.25,0.25,0.0,0.0
76.878,0.0,0.0,-0.25,0.25,0.0,0.0
76.978,0.0,0.0,-0.25,0.25,0.0,0.0
77.078,0.0,0.0,-0.25,0.25,0.0,0.0
77.178,0.0,0.0,-0.25,0.25,0.0,0.0
77.278,0.0,0.0,-0.25,0.25,0.0,0.0
77.378,0.0,0.0,-0.25,0.25,0.0,0.0
77.48,0.0,0.0,-0.25,0.25,0.0,0.0
77.58,0.0,0.0,-0.25,0.25,0.0,0.0
77.679,0.0,0.0,-0.25,0.25,0.0,0.0
77.778,0.0,0.0,-0.25,0.25,0.0,0.0
77.879,0.0,0.0,-0.25,0.25,0.0,0.0
77.978,0.0,0.0,-0.25,0.25,0.0,0.0
78.078,0.0,0.0,-0.25,0.25,0.0,0.0
78.178,0.0,0.0,-0.25,0.25,0.0,0.0
78.279,0.0,0.0,-0.25,0.25,0.0,0.0
78.382,0.0,0.0,-0.25,0.25,0.0,0.0
78.479,0.0,0.0,-0.25,0.25,0.0,0.0
78.578,0.0,0.0,-0.25,0.25,0.0,0.0
78.678,0.0,0.0,-0.25,0.25,0.0,0.0
78.778,0.0,0.0,-0.25,0.25,0.0,0.0
78.878,0.0,0.0,-0.25,0.25,0.0,0.0
78.982,0.0,0.0,-0.25,0.25,0.0,0.0
79.078,0.0,0.0,-0.25,0.25,0.0,0.0
79.178,0.0,0.0,-0.25,0.25,0.0,0.0
79.278,0.0,0.0,-0.25,0.25,0.0,0.0
79.378,0.0,0.0,-0.25,0.25,0.0,0.0
79.478,0.0,0.0,-0.25,0.25,0.0,0.0
79.578,0.0,0.0,-0.25,0.25,0.0,0.0
79.678,0.0,0.0,-0.25,0.25,0.0,0.0
79.779,0.0,0.0,-0.25,0.25,0.0,0.0
79.878,0.0,0.0,-0.25,0.25,0.0,0.0
79.978,0.0,0.0,-0.25,0.25,0.0,0.0
80.08,0.0,0.0,-0.25,0.25,0.0,0.0
80.178,0.0,0.0,-0.25,0.25,0.0,0.0
80.278,0.0,0.0,-0.25,0.25,0.0,0.0
80.385,0.0,0.0,-0.25,0.25,0.0,0.0
80.478,0.0,0.0,-0.25,0.25,0.0,0.0
80.579,0.0,0.0,-0.25,0.25,0.0,0.0
80.678,0.0,0.0,-0.25,0.25,0.0,0.0
80.778,0.0,0.0,-0.25,0.25,0.0,0.0
80.88,0.0,0.0,-0.25,0.25,0.0,0.0
80.978,0.0,0.0,-0.25,0.25,0.0,0.0
81.078,0.0,0.0,-0.25,0.25,0.0,0.0
81.181,0.0,0.0,-0.25,0.25,0.0,0.0
81.278,0.0,0.0,-0.25,0.25,0.0,0.0
81.378,0.0,0.0,-0.25,0.25,0.0,0.0
81.478,0.0,0.0,-0.25,0.25,0.0,0.0
81.579,0.0,0.0,-0.25,0.25,0.0,0.0
81.679,0.0,0.0,-0.25,0.25,0.0,0.0
81.778,0.0,0.0,-0.25,0.25,0.0,0.0
81.878,0.0,0.0,-0.25,0.25,0.0,0.0
81.978,0.0,0.0,-0.25,0.25,0.0,0.0
82.078,0.0,0.0,-0.25,0.25,0.0,0.0
82.178,0.0,0.0,-0.25,0.25,0.0,0.0
82.28,0.0,0.0,-0.25,0.25,0.0,0.0
82.38,0.0,0.0,-0.25,0.25,0.0,0.0
82.478,0.0,0.0,-0.25,0.25,0.0,0.0
82.578,0.0,0.0,-0.25,0.25,0.0,0.0
82.678,0.0,0.0,-0.25,0.25,0.0,0.0
82.778,0.0,0.0,-0.25,0.25,0.0,0.0
82.88,0.0,0.0,-0.25,0.25,0.0,0.0
82.979,0.0,0.0,-0.25,0.25,0.0,0.0
83.079,0.0,0.0,-0.25,0.25,0.0,0.0
83.178,0.0,0.0,-0.25,0.25,0.0,0.0
83.278,0.0,0.0,-0.25,0.25,0.0,0.0
83.378,0.0,0.0,-0.25,0.25,0.0,0.0
83.478,0.0,0.0,-0.25,0.25,0.0,0.0
83.579,0.0,0.0,-0.25,0.25,0.0,0.0
83.678,0.0,0.0,-0.25,0.25,0.0,0.0
83.779,0.0,0.0,-0.25,0.25,0.0,0.0
83.878,0.0,0.0,-0.25,0.25,0.0,0.0
83.978,0.0,0.0,-0.25,0.25,0.0,0.0
84.078,0.0,0.0,-0.25,0.25,0.0,0.0
84.18,0.0,0.0,-0.25,0.25,0.0,0.0
84.278,0.0,0.0,-0.25,0.25,0.0,0.0
84.378,0.0,0.0,-0.25,0.25,0.0,0.0
84.478,0.0,0.0,-0.25,0.25,0.0,0.0
84.578,0.0,0.0,-0.25,0.25,0.0,0.0
84.678,0.0,0.0,-0.25,0.25,0.0,0.0
84.78,0.0,0.0,-0.25,0.25,0.0,0.0
84.878,0.0,0.0,-0.25,0.25,0.0,0.0
84.981,0.0,0.0,-0.25,0.25,0.0,0.0
85.078,0.0,0.0,-0.25,0.25,0.0,0.0
85.178,0.0,0.0,-0.25,0.25,0.0,0.0
85.277,0.0,0.0,-0.25,0.25,0.0,0.0
85.378,0.0,0.0,-0.25,0.25,0.0,0.0
85.478,0.0,0.0,-0.25,0.25,0.0,0.0
85.578,0.0,0.0,-0.25,0.25,0.0,0.0
85.678,0.0,0.0,-0.25,0.25,0.0,0.0
85.778,0.0,0.0,-0.25,0.25,0.0,0.0
85.878,0.0,0.0,-0.25,0.25,0.0,0.0
85.98,0.0,0.0,-0.25,0.25,0.0,0.0
86.078,0.0,0.0,-0.25,0.25,0.0,0.0
86.178,0.0,0.0,-0.25,0.25,0.0,0.0
86.278,0.0,0.0,-0.25,0.25,0.0,0.0
86.379,0.0,0.0,-0.25,0.25,0.0,0.0
86.478,0.0,0.0,-0.25,0.25,0.0,0.0
86.578,0.0,0.0,-0.25,0.25,0.0,0.0
86.678,0.0,0.0,-0.25,0.25,0.0,0.0
86.78,0.0,0.0,-0.25,0.25,0.0,0.0
86.878,0.0,0.0,-0.25,0.25,0.0,0.0
86.978,0.0,0.0,-0.25,0.25,0.0,0.0
87.078,0.0,0.0,-0.25,0.25,0.0,0.0
87.179,0.0,0.0,-0.25,0.25,0.0,0.0
87.278,0.0,0.0,-0.25,0.25,0.0,0.0
87.378,0.0,0.0,-0.25,0.25,0.0,0.0
87.478,0.0,0.0,-0.25,0.25,0.0,0.0
87.578,0.0,0.0,-0.25,0.25,0.0,0.0
87.678,0.0,0.0,-0.25,0.25,0.0,0.0
87.778,0.0,0.0,-0.25,0.25,0.0,0.0
87.88,0.0,0.0,-0.25,0.25,0.0,0.0
87.978,0.0,0.0,-0.25,0.25,0.0,0.0
88.078,0.0,0.0,-0.25,0.25,0.0,0.0
88.178,0.0,0.0,-0.25,0.25,0.0,0.0
88.278,0.0,0.0,-0.25,0.25,0.0,0.0
88.379,0.0,0.0,-0.25,0.25,0.0,0.0
88.479,0.0,0.0,-0.25,0.25,0.0,0.0
88.579,0.0,0.0,-0.25,0.25,0.0,0.0
88.678,0.0,0.0,-0.25,0.25,0.0,0.0
88.778,0.0,0.0,-0.25,0.25,0.0,0.0
88.878,0.0,0.0,-0.25,0.25,0.0,0.0
88.979,0.0,0.0,-0.25,0.25,0.0,0.0
89.08,0.0,0.0,-0.25,0.25,0.0,0.0
89.179,0.0,0.0,-0.25,0.25,0.0,0.0
89.278,0.0,0.0,-0.25,0.25,0.0,0.0
89.378,0.0,0.0,-0.25,0.25,0.0,0.0
89.478,0.0,0.0,-0.25,0.25,0.0,0.0
89.578,0.0,0.0,-0.25,0.25,0.0,0.0
89.679,0.0,0.0,-0.25,0.25,0.0,0.0
89.779,0.0,0.0,-0.25,0.25,0.0,0.0
89.878,0.0,0.0,-0.25,0.25,0.0,0.0
89.978,0.0,0.0,-0.25,0.25,0.0,0.0
90.079,0.0,0.0,-0.25,0.25,0.0,0.0
90.179,0.0,0.0,-0.25,0.25,0.0,0.0
90.278,0.0,0.0,-0.25,0.25,0.0,0.0
90.378,0.0,0.0,-0.25,0.25,0.0,0.0
90.478,0.0,0.0,-0.25,0.25,0.0,0.0
90.578,0.0,0.0,-0.25,0.25,0.0,0.0
90.679,0.0,0.0,-0.25,0.25,0.0,0.0
90.778,0.0,0.0,-0.25,0.25,0.0,0.0
90.878,0.0,0.0,-0.25,0.25,0.0,0.0
90.978,0.0,0.0,-0.25,0.25,0.0,0.0
91.079,0.0,0.0,-0.25,0.25,0.0,0.0
91.179,0.0,0.0,-0.25,0.25,0.0,0.0
91.278,0.0,0.0,-0.25,0.25,0.0,0.0
91.378,0.0,0.0,-0.25,0.25,0.0,0.0
91.479,0.0,0.0,-0.25,0.25,0.0,0.0
91.578,0.0,0.0,-0.25,0.25,0.0,0.0
91.674,0.0,0.0,-0.25,0.25,0.0,0.0
91.778,0.0,0.0,-0.25,0.25,0.0,0.0
91.878,0.0,0.0,-0.25,0.25,0.0,0.0
91.984,0.0,0.0,-0.25,0.25,0.0,0.0
92.078,0.0,0.0,-0.25,0.25,0.0,0.0
92.178,0.0,0.0,-0.25,0.25,0.0,0.0
92.278,0.0,0.0,-0.25,0.25,0.0,0.0
92.378,0.0,0.0,-0.25,0.25,0.0,0.0
92.479,0.0,0.0,-0.25,0.25,0.0,0.0
92.578,0.0,0.0,-0.25,0.25,0.0,0.0
92.678,0.0,0.0,-0.25,0.25,0.0,0.0
